transaction_id,user_id,transaction_timestamp,transaction_type,amount,status,failure_reason,payment_partner
525910,120713,2026-01-10 01:15:29,Wallet Transfer,234.16,success,,AxisPay
525911,120713,2026-01-14 05:50:47,Bill Payment,422.36,success,,PartnerX
525912,120718,2026-06-04 16:26:47,Wallet Transfer,59.72,success,,AxisPay
525913,120718,2026-06-01 04:50:30,Wallet Transfer,128.06,success,,SBIPay
525914,120718,2026-06-11 21:32:47,Mobile Recharge,75.19,failed,bank_declined,SBIPay
525915,120718,2026-05-27 13:09:36,UPI,632.89,success,,PartnerX
525916,120718,2026-05-25 11:23:41,Wallet Transfer,302.98,success,,AxisPay
525917,120720,2026-06-10 17:25:11,Mobile Recharge,198.02,failed,bank_declined,PartnerX
525918,120720,2026-06-12 20:55:22,Bill Payment,309.04,success,,AxisPay
525919,120723,2026-05-16 00:34:14,Wallet Transfer,50.42,success,,AxisPay
525920,120724,2026-01-20 19:38:16,UPI,102.89,success,,HDFCPay
525921,120725,2026-03-14 17:45:58,Mobile Recharge,266.42,success,,SBIPay
525922,120725,2026-03-10 01:00:44,Bill Payment,228.66,success,,SBIPay
525923,120725,2026-02-28 13:21:11,Mobile Recharge,64.07,success,,ICICIPay
525924,120725,2026-03-19 11:16:55,UPI,514.02,failed,bank_declined,ICICIPay
525925,120725,2026-03-02 13:41:59,Bill Payment,243.83,success,,PartnerX
525926,120728,2026-06-25 10:09:05,Wallet Transfer,368.62,success,,ICICIPay
525927,120728,2026-06-11 13:04:40,UPI,340.45,success,,AxisPay
525928,120728,2026-06-18 16:13:39,UPI,333.96,success,,AxisPay
525929,120728,2026-06-11 13:28:33,Mobile Recharge,302.67,success,,SBIPay
525930,120728,2026-06-03 05:11:37,Wallet Transfer,171.59,success,,PartnerX
525931,120728,2026-06-01 05:04:36,UPI,1027.13,success,,AxisPay
525932,120728,2026-06-11 04:26:29,UPI,291.97,success,,HDFCPay
525933,120732,2026-06-20 18:57:50,UPI,102.18,success,,SBIPay
525934,120732,2026-06-23 14:35:57,Merchant Payment,61.59,success,,ICICIPay
525935,120732,2026-06-24 03:25:00,Bill Payment,267.35,success,,PartnerX
525936,120732,2026-06-23 18:35:52,Bill Payment,242.23,success,,PartnerX
525937,120732,2026-06-20 06:04:32,Mobile Recharge,764.82,failed,bank_declined,SBIPay
525938,120735,2026-05-06 01:43:17,Bill Payment,84.58,success,,SBIPay
525939,120735,2026-05-02 10:14:16,Bill Payment,254.79,success,,HDFCPay
525940,120740,2026-03-16 23:16:55,Bill Payment,406.44,success,,ICICIPay
525941,120740,2026-03-31 12:39:15,Mobile Recharge,67.69,success,,AxisPay
525942,120740,2026-03-22 19:05:18,Bill Payment,153.78,success,,PartnerX
525943,120740,2026-04-07 21:28:40,Mobile Recharge,104.32,success,,AxisPay
525944,120740,2026-03-22 13:30:36,Bill Payment,100.5,success,,AxisPay
525945,120740,2026-03-28 20:18:01,Mobile Recharge,48.85,success,,SBIPay
525946,120745,2026-03-26 20:49:21,Bill Payment,434.32,success,,PartnerX
525947,120745,2026-04-01 05:55:45,Mobile Recharge,231.35,success,,ICICIPay
525948,120745,2026-03-27 07:05:24,Wallet Transfer,173.32,success,,HDFCPay
525949,120745,2026-04-04 02:17:16,Mobile Recharge,439.5,success,,SBIPay
525950,120749,2026-03-15 08:52:14,Wallet Transfer,193.92,success,,PartnerX
525951,120749,2026-03-12 18:24:12,Mobile Recharge,1179.87,success,,SBIPay
525952,120749,2026-03-13 17:39:53,Mobile Recharge,444.6,success,,ICICIPay
525953,120750,2026-04-21 04:07:16,Wallet Transfer,599.95,success,,ICICIPay
525954,120753,2026-06-02 09:58:48,Mobile Recharge,37.33,success,,PartnerX
525955,120753,2026-06-03 10:03:38,Mobile Recharge,123.92,success,,HDFCPay
525956,120753,2026-05-22 04:42:01,Wallet Transfer,135.9,success,,AxisPay
525957,120753,2026-05-26 18:47:50,Mobile Recharge,336.47,success,,ICICIPay
525958,120753,2026-06-09 01:13:44,Mobile Recharge,372.9,success,,ICICIPay
525959,120753,2026-05-24 23:24:09,Wallet Transfer,33.59,failed,timeout,AxisPay
525960,120753,2026-05-24 10:14:44,UPI,281.39,success,,AxisPay
525961,120755,2026-06-14 22:27:02,Wallet Transfer,53.02,success,,AxisPay
525962,120755,2026-06-23 12:40:33,Merchant Payment,122.18,success,,SBIPay
525963,120755,2026-06-29 05:48:01,Mobile Recharge,285.89,success,,AxisPay
525964,120759,2026-03-31 07:56:39,Mobile Recharge,67.58,success,,SBIPay
525965,120760,2026-06-26 22:23:42,Bill Payment,176.8,success,,AxisPay
525966,120760,2026-06-20 20:59:09,Merchant Payment,188.41,success,,AxisPay
525967,120761,2026-05-22 01:07:19,Merchant Payment,159.38,success,,HDFCPay
525968,120761,2026-04-14 11:32:55,UPI,221.38,success,,SBIPay
525969,120765,2026-02-24 07:25:49,UPI,196.2,success,,ICICIPay
525970,120765,2026-02-18 13:27:37,Bill Payment,125.24,failed,bank_declined,SBIPay
525971,120766,2026-01-25 03:53:29,Wallet Transfer,232.94,success,,ICICIPay
525972,120767,2026-06-02 09:22:51,Wallet Transfer,239.44,success,,PartnerX
525973,120768,2026-04-15 06:35:44,Merchant Payment,52.32,success,,HDFCPay
525974,120768,2026-03-29 20:57:30,UPI,460.65,success,,PartnerX
525975,120768,2026-04-14 23:42:17,Merchant Payment,162.92,success,,AxisPay
525976,120768,2026-03-30 09:29:46,Wallet Transfer,114.09,success,,HDFCPay
525977,120768,2026-03-29 15:26:05,Mobile Recharge,400.73,success,,PartnerX
525978,120768,2026-04-09 09:46:32,Wallet Transfer,61.92,success,,ICICIPay
525979,120768,2026-03-30 16:23:48,Mobile Recharge,61.94,success,,HDFCPay
525980,120768,2026-04-12 16:54:48,Merchant Payment,212.35,success,,SBIPay
525981,120768,2026-03-31 11:09:36,Wallet Transfer,125.1,success,,AxisPay
525982,120768,2026-04-01 08:14:28,Mobile Recharge,94.34,success,,HDFCPay
525983,120768,2026-04-21 05:43:49,Bill Payment,881.96,success,,PartnerX
525984,120769,2026-05-13 16:37:26,UPI,323.0,success,,PartnerX
525985,120769,2026-05-20 17:21:07,UPI,220.15,success,,PartnerX
525986,120772,2026-04-02 03:32:01,UPI,208.75,success,,ICICIPay
525987,120774,2026-06-01 11:19:02,UPI,289.69,success,,PartnerX
525988,120774,2026-05-25 07:43:12,Mobile Recharge,504.7,success,,ICICIPay
525989,120774,2026-05-16 20:30:57,Mobile Recharge,1393.28,success,,PartnerX
525990,120774,2026-05-20 19:52:35,Mobile Recharge,265.27,success,,ICICIPay
525991,120776,2026-05-17 15:29:57,Merchant Payment,1549.26,success,,PartnerX
525992,120776,2026-05-15 02:44:32,UPI,172.05,success,,HDFCPay
525993,120776,2026-05-18 22:20:51,UPI,473.2,success,,HDFCPay
525994,120776,2026-05-17 16:23:01,UPI,1247.29,success,,HDFCPay
525995,120778,2026-01-30 10:39:35,Bill Payment,109.24,success,,HDFCPay
525996,120781,2026-04-05 07:10:02,Bill Payment,147.17,success,,AxisPay
525997,120781,2026-04-21 18:20:54,Merchant Payment,1805.09,success,,AxisPay
525998,120782,2026-02-26 02:53:48,Wallet Transfer,90.09,success,,SBIPay
525999,120782,2026-02-28 13:23:41,Wallet Transfer,95.8,success,,ICICIPay
526000,120785,2026-06-21 21:34:21,UPI,3123.9,success,,HDFCPay
526001,120786,2026-06-27 16:17:03,Merchant Payment,391.96,success,,HDFCPay
526002,120792,2026-03-11 02:36:56,Mobile Recharge,73.78,success,,ICICIPay
526003,120792,2026-03-13 13:16:29,UPI,627.64,success,,HDFCPay
526004,120792,2026-03-05 13:09:10,Merchant Payment,305.83,pending,,HDFCPay
526005,120793,2026-05-11 14:40:02,Bill Payment,53.29,success,,AxisPay
526006,120793,2026-05-28 22:00:06,Wallet Transfer,103.41,success,,SBIPay
526007,120796,2026-05-02 19:18:06,Wallet Transfer,139.06,success,,SBIPay
526008,120796,2026-04-29 21:13:56,Merchant Payment,263.55,success,,AxisPay
526009,120798,2026-01-13 12:41:21,Mobile Recharge,97.9,success,,SBIPay
526010,120798,2026-01-19 22:31:06,Merchant Payment,303.09,success,,HDFCPay
526011,120798,2026-02-07 17:40:25,Bill Payment,112.84,success,,HDFCPay
526012,120798,2026-02-07 07:51:46,Merchant Payment,171.92,success,,SBIPay
526013,120798,2026-01-27 13:46:37,Bill Payment,102.69,success,,AxisPay
526014,120798,2026-01-16 19:52:32,Wallet Transfer,121.91,success,,SBIPay
526015,120798,2026-01-24 18:10:08,Mobile Recharge,10.0,success,,HDFCPay
526016,120798,2026-01-18 17:35:02,Bill Payment,49.44,success,,ICICIPay
526017,120801,2026-02-18 12:24:06,Mobile Recharge,285.41,success,,PartnerX
526018,120803,2026-06-08 08:34:57,Mobile Recharge,101.54,success,,PartnerX
526019,120803,2026-04-20 09:45:01,UPI,289.51,failed,timeout,SBIPay
526020,120809,2026-05-18 15:11:40,UPI,659.74,success,,PartnerX
526021,120809,2026-06-01 23:41:37,Wallet Transfer,318.29,success,,ICICIPay
526022,120809,2026-05-30 20:59:28,UPI,102.53,success,,HDFCPay
526023,120809,2026-05-24 09:16:40,Wallet Transfer,253.74,success,,PartnerX
526024,120809,2026-06-02 15:06:28,Mobile Recharge,400.54,success,,PartnerX
526025,120809,2026-05-31 18:25:55,UPI,123.11,success,,HDFCPay
526026,120809,2026-05-20 21:59:26,Mobile Recharge,84.14,success,,AxisPay
526027,120809,2026-05-25 08:08:57,Bill Payment,424.3,success,,SBIPay
526028,120809,2026-05-20 11:29:37,Merchant Payment,314.84,success,,PartnerX
526029,120810,2026-03-28 00:32:43,Wallet Transfer,127.44,success,,AxisPay
526030,120810,2026-03-17 02:51:59,Merchant Payment,80.4,success,,SBIPay
526031,120810,2026-03-26 10:28:55,UPI,942.99,success,,HDFCPay
526032,120810,2026-03-20 15:48:44,UPI,338.46,success,,AxisPay
526033,120810,2026-03-18 06:17:43,Mobile Recharge,703.04,success,,ICICIPay
526034,120810,2026-03-29 13:14:58,Wallet Transfer,2620.05,success,,AxisPay
526035,120810,2026-03-28 06:10:05,Bill Payment,885.75,success,,SBIPay
526036,120810,2026-03-25 13:47:47,Bill Payment,81.47,success,,PartnerX
526037,120811,2026-03-17 02:38:32,UPI,87.62,success,,HDFCPay
526038,120812,2026-06-15 20:48:53,UPI,198.39,success,,AxisPay
526039,120813,2026-05-11 16:05:22,Mobile Recharge,159.1,success,,ICICIPay
526040,120814,2026-03-09 14:11:45,Wallet Transfer,247.13,success,,PartnerX
526041,120815,2026-01-05 08:33:23,UPI,285.7,success,,AxisPay
526042,120815,2026-01-06 02:23:09,UPI,606.99,failed,timeout,PartnerX
526043,120815,2026-01-24 22:38:04,Bill Payment,250.71,success,,AxisPay
526044,120815,2026-01-08 11:15:06,Bill Payment,136.57,success,,HDFCPay
526045,120817,2026-04-27 18:03:02,UPI,43.02,success,,AxisPay
526046,120820,2026-02-10 00:38:36,UPI,19.6,success,,ICICIPay
526047,120823,2026-03-06 21:51:56,UPI,123.48,success,,HDFCPay
526048,120823,2026-03-04 19:11:03,Merchant Payment,175.74,success,,SBIPay
526049,120823,2026-02-26 21:20:02,Wallet Transfer,75.63,success,,SBIPay
526050,120828,2026-02-23 23:16:17,Merchant Payment,3224.07,success,,PartnerX
526051,120828,2026-02-15 02:36:44,Wallet Transfer,687.93,success,,ICICIPay
526052,120828,2026-03-08 23:04:28,Bill Payment,47.54,success,,PartnerX
526053,120831,2026-06-14 12:42:36,Bill Payment,222.08,success,,HDFCPay
526054,120831,2026-06-25 15:13:19,Mobile Recharge,31.02,success,,ICICIPay
526055,120833,2026-03-22 06:58:05,UPI,96.88,success,,ICICIPay
526056,120833,2026-03-17 05:56:23,Bill Payment,810.45,success,,AxisPay
526057,120834,2026-01-29 05:20:09,Bill Payment,86.89,success,,HDFCPay
526058,120834,2026-01-14 00:04:39,Wallet Transfer,195.58,success,,AxisPay
526059,120834,2026-02-03 22:59:33,UPI,30.7,success,,AxisPay
526060,120834,2026-01-12 16:23:14,UPI,669.42,success,,ICICIPay
526061,120834,2026-01-17 07:58:32,Bill Payment,391.04,success,,SBIPay
526062,120834,2026-02-25 14:03:47,Mobile Recharge,67.25,success,,ICICIPay
526063,120836,2026-04-08 11:51:44,Wallet Transfer,128.89,success,,AxisPay
526064,120838,2026-01-03 19:35:16,Wallet Transfer,53.6,success,,PartnerX
526065,120840,2026-03-05 17:38:16,Mobile Recharge,658.14,success,,ICICIPay
526066,120840,2026-02-28 21:26:27,Merchant Payment,460.57,pending,,HDFCPay
526067,120840,2026-02-23 19:22:34,Wallet Transfer,105.85,success,,HDFCPay
526068,120840,2026-03-01 10:17:25,Merchant Payment,345.57,success,,PartnerX
526069,120840,2026-03-13 11:54:39,Merchant Payment,52.89,success,,HDFCPay
526070,120840,2026-02-27 09:01:40,Wallet Transfer,107.53,success,,PartnerX
526071,120842,2026-06-15 10:41:49,Wallet Transfer,112.18,success,,ICICIPay
526072,120843,2026-04-10 23:26:49,Mobile Recharge,148.9,success,,AxisPay
526073,120843,2026-04-21 20:09:59,Mobile Recharge,235.12,success,,PartnerX
526074,120843,2026-04-10 01:37:35,Wallet Transfer,172.98,success,,AxisPay
526075,120843,2026-05-11 01:34:25,Wallet Transfer,524.57,success,,PartnerX
526076,120843,2026-04-21 19:46:12,Wallet Transfer,575.28,success,,HDFCPay
526077,120843,2026-04-18 18:59:24,Merchant Payment,80.35,success,,ICICIPay
526078,120844,2026-05-05 20:00:21,UPI,479.08,success,,PartnerX
526079,120844,2026-05-10 14:12:05,Wallet Transfer,2331.91,success,,AxisPay
526080,120844,2026-05-06 04:52:21,Mobile Recharge,1296.31,success,,SBIPay
526081,120844,2026-05-03 19:33:51,Mobile Recharge,141.77,success,,ICICIPay
526082,120845,2026-01-10 19:37:08,Merchant Payment,1132.33,success,,HDFCPay
526083,120845,2026-01-27 06:33:51,UPI,85.15,success,,HDFCPay
526084,120845,2026-01-30 23:54:00,UPI,593.52,success,,SBIPay
526085,120845,2026-01-15 00:10:26,Mobile Recharge,891.33,success,,AxisPay
526086,120845,2026-01-12 22:31:13,Bill Payment,144.14,success,,SBIPay
526087,120845,2026-01-30 03:33:55,Merchant Payment,636.0,success,,SBIPay
526088,120845,2026-01-10 08:54:59,Mobile Recharge,45.38,success,,SBIPay
526089,120845,2026-01-21 09:44:21,UPI,1585.86,success,,PartnerX
526090,120846,2026-05-05 03:27:03,Wallet Transfer,425.82,success,,AxisPay
526091,120846,2026-05-03 12:47:03,UPI,1300.17,success,,PartnerX
526092,120846,2026-05-10 08:54:32,Bill Payment,194.05,success,,SBIPay
526093,120847,2026-06-05 07:55:28,Mobile Recharge,74.07,success,,HDFCPay
526094,120847,2026-05-30 17:59:17,Merchant Payment,671.05,success,,AxisPay
526095,120849,2026-01-24 21:05:05,Wallet Transfer,240.7,success,,AxisPay
526096,120849,2026-02-07 22:51:17,Mobile Recharge,32.44,success,,PartnerX
526097,120849,2026-01-21 15:24:32,Mobile Recharge,386.81,success,,SBIPay
526098,120849,2026-01-19 22:48:36,Merchant Payment,258.87,success,,SBIPay
526099,120849,2026-01-20 13:15:52,UPI,234.91,success,,SBIPay
526100,120849,2026-02-04 02:17:05,Merchant Payment,134.03,success,,HDFCPay
526101,120849,2026-01-22 16:08:42,UPI,113.87,success,,ICICIPay
526102,120849,2026-01-22 17:12:40,Bill Payment,314.2,success,,SBIPay
526103,120849,2026-01-19 18:30:57,Merchant Payment,143.66,success,,ICICIPay
526104,120849,2026-01-23 12:34:59,UPI,458.03,success,,HDFCPay
526105,120849,2026-01-24 01:11:59,Wallet Transfer,1187.15,success,,SBIPay
526106,120849,2026-01-31 16:05:12,UPI,520.9,success,,PartnerX
526107,120849,2026-02-09 02:09:08,Wallet Transfer,443.05,success,,SBIPay
526108,120853,2026-02-25 17:41:10,Merchant Payment,688.64,success,,HDFCPay
526109,120853,2026-02-23 00:53:10,Merchant Payment,245.85,success,,ICICIPay
526110,120853,2026-02-28 18:54:21,Bill Payment,116.49,success,,PartnerX
526111,120855,2026-04-05 11:46:30,UPI,189.58,failed,insufficient_funds,AxisPay
526112,120855,2026-03-29 19:37:28,Merchant Payment,127.4,success,,ICICIPay
526113,120855,2026-03-27 14:14:36,Bill Payment,491.47,success,,PartnerX
526114,120856,2026-05-04 04:40:32,Merchant Payment,190.86,success,,AxisPay
526115,120856,2026-05-18 22:54:20,Wallet Transfer,762.49,success,,SBIPay
526116,120856,2026-05-05 16:13:45,Merchant Payment,113.5,success,,HDFCPay
526117,120857,2026-06-09 08:57:42,UPI,159.19,success,,AxisPay
526118,120858,2026-03-01 16:56:21,Wallet Transfer,128.36,failed,insufficient_funds,PartnerX
526119,120858,2026-03-02 06:40:40,Mobile Recharge,372.8,success,,HDFCPay
526120,120858,2026-03-18 23:39:56,Bill Payment,321.52,success,,PartnerX
526121,120858,2026-03-06 22:21:09,UPI,487.13,success,,ICICIPay
526122,120860,2026-03-01 17:54:04,Merchant Payment,186.12,success,,ICICIPay
526123,120862,2026-01-22 02:19:30,Mobile Recharge,87.16,success,,PartnerX
526124,120862,2026-02-16 22:06:22,Wallet Transfer,997.22,success,,AxisPay
526125,120863,2026-04-29 06:00:53,Mobile Recharge,305.88,success,,SBIPay
526126,120864,2026-04-17 18:35:33,Merchant Payment,257.37,success,,AxisPay
526127,120864,2026-04-15 07:10:42,UPI,139.35,success,,AxisPay
526128,120864,2026-04-18 01:57:35,Mobile Recharge,237.78,success,,ICICIPay
526129,120868,2026-03-26 02:57:42,Mobile Recharge,153.61,success,,SBIPay
526130,120873,2026-04-21 11:01:37,Mobile Recharge,184.98,success,,HDFCPay
526131,120874,2026-06-18 08:18:19,Merchant Payment,633.41,success,,PartnerX
526132,120876,2026-05-19 09:12:26,Mobile Recharge,111.84,success,,ICICIPay
526133,120879,2026-01-08 15:42:00,Bill Payment,322.05,success,,AxisPay
526134,120879,2026-01-09 12:47:56,Merchant Payment,53.88,success,,PartnerX
526135,120879,2026-01-08 22:16:10,UPI,70.71,success,,ICICIPay
526136,120881,2026-05-04 13:30:30,Mobile Recharge,119.82,success,,HDFCPay
526137,120882,2026-05-22 11:53:39,Mobile Recharge,143.11,success,,SBIPay
526138,120882,2026-05-13 19:16:12,Bill Payment,449.66,success,,SBIPay
526139,120882,2026-05-27 00:56:01,UPI,329.01,success,,ICICIPay
526140,120885,2026-06-10 01:39:53,Mobile Recharge,796.73,success,,PartnerX
526141,120885,2026-05-31 21:57:33,Merchant Payment,113.95,success,,PartnerX
526142,120885,2026-06-01 12:44:09,Merchant Payment,552.24,success,,ICICIPay
526143,120885,2026-06-02 11:09:18,Merchant Payment,688.62,success,,SBIPay
526144,120885,2026-06-08 21:14:15,Mobile Recharge,78.08,success,,AxisPay
526145,120888,2026-06-19 18:05:10,Merchant Payment,175.45,success,,HDFCPay
526146,120889,2026-03-04 05:16:05,Wallet Transfer,187.31,success,,SBIPay
526147,120890,2026-03-07 05:23:53,Bill Payment,78.05,success,,HDFCPay
526148,120892,2026-05-01 13:53:26,Mobile Recharge,819.54,success,,PartnerX
526149,120892,2026-05-04 00:54:32,Bill Payment,107.35,success,,AxisPay
526150,120892,2026-05-04 23:05:04,Mobile Recharge,233.15,success,,PartnerX
526151,120892,2026-05-03 03:59:52,Wallet Transfer,96.16,success,,AxisPay
526152,120892,2026-05-06 03:46:22,Bill Payment,358.28,success,,AxisPay
526153,120899,2026-05-16 21:03:59,Wallet Transfer,273.14,success,,HDFCPay
526154,120899,2026-05-17 21:51:49,Merchant Payment,213.36,success,,ICICIPay
526155,120899,2026-05-16 03:20:36,UPI,140.82,success,,ICICIPay
526156,120902,2026-02-20 14:44:10,Mobile Recharge,1026.98,success,,SBIPay
526157,120902,2026-02-24 03:11:19,Merchant Payment,97.3,success,,SBIPay
526158,120902,2026-03-05 18:40:09,Mobile Recharge,317.84,success,,HDFCPay
526159,120902,2026-03-09 08:01:30,Merchant Payment,963.65,success,,ICICIPay
526160,120903,2026-03-15 01:45:10,UPI,207.72,success,,HDFCPay
526161,120904,2026-06-07 13:49:06,UPI,141.68,success,,SBIPay
526162,120906,2026-04-10 06:51:05,Bill Payment,372.92,success,,ICICIPay
526163,120907,2026-03-27 04:00:31,Wallet Transfer,317.52,success,,PartnerX
526164,120908,2026-03-24 06:34:16,Merchant Payment,67.47,success,,ICICIPay
526165,120908,2026-03-26 02:33:59,Wallet Transfer,18.9,success,,AxisPay
526166,120908,2026-03-22 05:47:42,Merchant Payment,91.28,success,,HDFCPay
526167,120908,2026-04-03 01:20:53,UPI,936.81,success,,PartnerX
526168,120908,2026-03-27 12:34:16,Mobile Recharge,127.52,success,,SBIPay
526169,120910,2026-05-12 21:03:55,Bill Payment,154.98,success,,HDFCPay
526170,120910,2026-05-21 14:04:44,Mobile Recharge,158.42,failed,insufficient_funds,HDFCPay
526171,120910,2026-05-14 09:59:22,Merchant Payment,571.86,success,,PartnerX
526172,120910,2026-05-15 13:35:06,Bill Payment,75.23,success,,SBIPay
526173,120910,2026-05-20 21:17:14,Wallet Transfer,1942.57,success,,ICICIPay
526174,120910,2026-05-26 17:56:13,Wallet Transfer,480.98,success,,ICICIPay
526175,120911,2026-02-05 23:28:10,UPI,471.24,success,,SBIPay
526176,120911,2026-02-14 01:35:26,Merchant Payment,504.24,success,,ICICIPay
526177,120911,2026-02-06 06:14:32,Mobile Recharge,256.79,success,,ICICIPay
526178,120911,2026-03-17 10:44:00,Merchant Payment,164.74,success,,ICICIPay
526179,120915,2026-06-21 03:12:22,UPI,1275.35,success,,SBIPay
526180,120916,2026-02-16 07:11:30,Merchant Payment,40.82,success,,AxisPay
526181,120916,2026-02-21 04:43:50,UPI,447.85,success,,ICICIPay
526182,120918,2026-03-18 13:33:42,Bill Payment,929.15,success,,HDFCPay
526183,120921,2026-04-25 11:06:30,Bill Payment,1119.74,success,,ICICIPay
526184,120921,2026-05-29 09:45:23,Merchant Payment,590.51,success,,SBIPay
526185,120921,2026-04-25 05:46:25,Mobile Recharge,68.91,success,,ICICIPay
526186,120921,2026-04-26 17:49:08,Merchant Payment,228.38,failed,timeout,PartnerX
526187,120922,2026-05-29 09:05:46,Bill Payment,938.03,success,,SBIPay
526188,120922,2026-05-24 01:42:41,Wallet Transfer,44.03,success,,PartnerX
526189,120922,2026-05-24 10:46:12,Merchant Payment,10.9,failed,insufficient_funds,AxisPay
526190,120922,2026-05-24 19:22:28,UPI,256.29,success,,ICICIPay
526191,120922,2026-05-30 15:01:34,UPI,943.05,success,,AxisPay
526192,120922,2026-05-24 17:38:14,UPI,168.91,success,,PartnerX
526193,120925,2026-05-03 18:26:26,Merchant Payment,667.34,success,,HDFCPay
526194,120925,2026-04-27 15:19:40,UPI,102.69,success,,ICICIPay
526195,120925,2026-04-27 23:24:42,Merchant Payment,835.22,success,,ICICIPay
526196,120925,2026-04-26 05:52:05,Bill Payment,665.28,success,,ICICIPay
526197,120925,2026-05-02 17:17:21,Mobile Recharge,116.49,success,,AxisPay
526198,120925,2026-05-07 03:52:40,Mobile Recharge,803.95,success,,PartnerX
526199,120925,2026-05-24 23:15:12,Bill Payment,19.34,failed,timeout,ICICIPay
526200,120925,2026-04-29 20:40:33,Mobile Recharge,166.37,success,,AxisPay
526201,120925,2026-05-12 08:06:11,Bill Payment,125.86,success,,ICICIPay
526202,120925,2026-05-09 17:31:38,Wallet Transfer,355.85,success,,PartnerX
526203,120925,2026-05-07 17:52:55,Wallet Transfer,172.03,success,,AxisPay
526204,120925,2026-04-25 11:59:44,Wallet Transfer,373.76,success,,ICICIPay
526205,120927,2026-01-27 15:39:17,Bill Payment,144.54,success,,SBIPay
526206,120927,2026-02-01 06:58:27,Mobile Recharge,124.05,success,,SBIPay
526207,120927,2026-02-01 09:49:02,Merchant Payment,95.43,success,,AxisPay
526208,120927,2026-02-09 17:57:03,Bill Payment,62.55,success,,PartnerX
526209,120927,2026-01-31 11:47:32,Merchant Payment,1086.94,success,,AxisPay
526210,120930,2026-02-20 18:54:17,UPI,979.83,success,,PartnerX
526211,120930,2026-02-24 19:49:16,Wallet Transfer,229.14,success,,AxisPay
526212,120930,2026-02-24 09:28:53,Wallet Transfer,2322.87,success,,ICICIPay
526213,120932,2026-03-01 09:50:38,Merchant Payment,162.86,success,,AxisPay
526214,120932,2026-02-25 04:05:30,Bill Payment,172.21,success,,SBIPay
526215,120932,2026-02-18 22:11:33,Bill Payment,681.63,success,,HDFCPay
526216,120937,2026-03-21 07:28:53,Wallet Transfer,22.96,success,,ICICIPay
526217,120938,2026-03-04 19:02:38,UPI,902.76,success,,HDFCPay
526218,120938,2026-03-11 08:10:32,UPI,392.38,success,,SBIPay
526219,120948,2026-02-17 20:01:20,Merchant Payment,107.26,success,,SBIPay
526220,120948,2026-02-19 12:12:43,Merchant Payment,215.83,success,,AxisPay
526221,120948,2026-02-17 15:21:16,Wallet Transfer,119.63,success,,HDFCPay
526222,120948,2026-02-28 23:30:09,UPI,233.63,success,,ICICIPay
526223,120949,2026-05-08 08:29:47,Mobile Recharge,144.08,success,,SBIPay
526224,120949,2026-05-03 08:40:35,Mobile Recharge,293.77,success,,PartnerX
526225,120949,2026-05-19 21:05:54,Merchant Payment,1100.27,success,,HDFCPay
526226,120949,2026-05-04 19:20:16,Mobile Recharge,124.88,pending,,HDFCPay
526227,120949,2026-05-03 12:44:46,UPI,410.81,success,,AxisPay
526228,120957,2026-01-16 14:23:51,Wallet Transfer,158.09,success,,AxisPay
526229,120957,2026-01-16 08:26:22,Bill Payment,128.6,success,,AxisPay
526230,120972,2026-04-10 01:52:43,Merchant Payment,508.23,success,,HDFCPay
526231,120973,2026-05-28 05:49:38,UPI,82.22,success,,HDFCPay
526232,120973,2026-06-06 17:50:00,Wallet Transfer,562.14,success,,AxisPay
526233,120973,2026-05-28 22:24:09,Bill Payment,138.38,success,,SBIPay
526234,120973,2026-06-08 04:48:49,Mobile Recharge,107.34,success,,PartnerX
526235,120973,2026-06-14 14:10:42,UPI,390.22,success,,PartnerX
526236,120973,2026-05-23 09:45:20,Merchant Payment,1365.62,success,,ICICIPay
526237,120973,2026-05-31 16:50:21,Wallet Transfer,134.91,success,,HDFCPay
526238,120973,2026-05-24 15:23:51,UPI,395.8,success,,HDFCPay
526239,120973,2026-05-24 22:32:25,Mobile Recharge,925.71,success,,PartnerX
526240,120974,2026-01-25 08:40:39,Bill Payment,60.01,success,,HDFCPay
526241,120975,2026-04-12 11:21:07,Bill Payment,375.48,success,,SBIPay
526242,120975,2026-04-13 04:55:02,Bill Payment,151.25,success,,AxisPay
526243,120976,2026-03-26 20:38:40,Bill Payment,196.73,success,,SBIPay
526244,120976,2026-03-19 08:29:49,Merchant Payment,76.86,success,,HDFCPay
526245,120976,2026-03-18 23:08:44,UPI,587.8,success,,AxisPay
526246,120976,2026-03-15 22:35:47,Bill Payment,530.73,success,,PartnerX
526247,120976,2026-03-27 02:42:28,UPI,272.61,success,,AxisPay
526248,120978,2026-02-15 03:33:38,Mobile Recharge,937.88,success,,HDFCPay
526249,120980,2026-02-02 01:45:20,Wallet Transfer,258.91,success,,SBIPay
526250,120980,2026-01-19 00:46:59,Mobile Recharge,259.88,success,,SBIPay
526251,120980,2026-01-25 15:58:24,UPI,1376.67,success,,ICICIPay
526252,120981,2026-04-02 21:14:59,Bill Payment,59.48,success,,PartnerX
526253,120981,2026-03-15 23:08:08,Bill Payment,293.03,success,,PartnerX
526254,120981,2026-03-17 10:14:19,Mobile Recharge,105.79,success,,AxisPay
526255,120981,2026-03-18 09:34:58,Mobile Recharge,299.18,success,,AxisPay
526256,120981,2026-04-13 07:33:47,Wallet Transfer,73.17,success,,AxisPay
526257,120981,2026-03-20 07:21:10,UPI,160.05,success,,AxisPay
