ticket_id,user_id,created_at,category,issue_text,sentiment,resolution_time_hours
903493,118125,2026-06-23 23:40:01,KYC Issues,I am unable to complete KYC document verification.,negative,5.82
903494,103605,2026-05-02 11:11:17,Payment Failure,My payment failed and I do not know why.,negative,1.18
903495,144360,2026-03-25 02:18:37,Account,I need help with my account.,neutral,7.76
903496,125609,2026-06-19 22:01:01,Payment Failure,My payment failed and I do not know why.,negative,5.84
903497,135066,2026-05-14 16:54:33,App Performance,The app feels slow and sometimes freezes.,negative,12.03
903498,138939,2026-06-29 12:43:35,Payment Failure,My payment failed and I do not know why.,negative,5.89
903499,113487,2026-03-01 16:36:02,App Performance,The app feels slow and sometimes freezes.,negative,1.81
903500,149621,2026-05-16 00:45:20,Payment Failure,My payment failed and I do not know why.,negative,15.36
903501,114749,2026-02-19 20:42:01,KYC Issues,I am unable to complete KYC document verification.,negative,3.37
903502,141952,2026-06-26 17:36:09,KYC Issues,I am unable to complete KYC document verification.,negative,3.97
903503,137351,2026-04-28 01:50:25,App Performance,The app feels slow and sometimes freezes.,negative,12.33
903504,139609,2026-04-30 02:19:10,KYC Issues,I am unable to complete KYC document verification.,negative,6.58
903505,135203,2026-06-18 06:12:37,Account,I need help with my account.,neutral,6.73
903506,140379,2026-01-26 07:15:01,App Performance,The app feels slow and sometimes freezes.,negative,15.25
903507,146315,2026-06-07 13:21:31,Payment Failure,My payment failed and I do not know why.,negative,17.23
903508,138374,2026-05-17 00:07:37,Payment Failure,My payment failed and I do not know why.,negative,20.12
903509,126979,2026-04-12 20:08:50,Account,I need help with my account.,neutral,1.31
903510,133253,2026-05-05 02:20:19,Payment Failure,My payment failed and I do not know why.,negative,4.13
903511,141290,2026-04-24 08:10:56,KYC Issues,I am unable to complete KYC document verification.,negative,7.25
903512,144004,2026-06-30 23:59:59,App Performance,The app feels slow and sometimes freezes.,negative,13.72
903513,135416,2026-04-07 23:08:04,Account,I need help with my account.,neutral,12.89
903514,132841,2026-06-04 08:21:34,Account,I need help with my account.,neutral,20.63
903515,106966,2026-01-20 18:28:19,Rewards,The rewards experience is confusing.,neutral,8.83
903516,139301,2026-04-04 19:31:54,App Performance,The app feels slow and sometimes freezes.,negative,16.23
903517,130104,2026-06-19 00:41:21,Rewards,The rewards experience is confusing.,neutral,7.17
903518,106789,2026-04-02 16:50:56,Account,I need help with my account.,neutral,6.27
903519,129667,2026-03-29 01:57:05,Payment Failure,My payment failed and I do not know why.,negative,3.83
903520,135221,2026-01-21 09:48:37,Payment Failure,My payment failed and I do not know why.,negative,11.44
903521,118594,2026-03-30 02:28:44,KYC Issues,I am unable to complete KYC document verification.,negative,1.75
903522,135449,2026-01-30 01:27:48,App Performance,The app feels slow and sometimes freezes.,negative,18.61
903523,106996,2026-04-01 23:39:34,KYC Issues,I am unable to complete KYC document verification.,negative,8.95
903524,109166,2026-02-21 16:02:39,Rewards,The rewards experience is confusing.,neutral,3.39
903525,109190,2026-03-27 01:36:10,Payment Failure,My payment failed and I do not know why.,negative,1.99
903526,136616,2026-02-12 00:32:45,Rewards,The rewards experience is confusing.,neutral,10.58
903527,143159,2026-05-28 05:52:24,Payment Failure,My payment failed and I do not know why.,negative,9.38
903528,116781,2026-05-28 04:18:31,Account,I need help with my account.,neutral,28.57
903529,113672,2026-03-06 16:34:04,KYC Issues,I am unable to complete KYC document verification.,negative,0.45
903530,149474,2026-04-08 13:32:44,Account,I need help with my account.,neutral,14.68
903531,117420,2026-03-24 11:31:40,Rewards,The rewards experience is confusing.,neutral,15.12
903532,105035,2026-06-02 09:58:57,KYC Issues,I am unable to complete KYC document verification.,negative,0.34
903533,102903,2026-03-12 02:33:43,Rewards,The rewards experience is confusing.,neutral,30.48
903534,111477,2026-01-12 00:47:00,Account,I need help with my account.,neutral,6.87
903535,102435,2026-01-27 23:50:24,Payment Failure,My payment failed and I do not know why.,negative,10.65
903536,136501,2026-03-31 21:36:09,KYC Issues,I am unable to complete KYC document verification.,negative,10.63
903537,101854,2026-03-19 07:05:59,Rewards,The rewards experience is confusing.,neutral,6.76
903538,119474,2026-05-17 08:20:17,KYC Issues,I am unable to complete KYC document verification.,negative,4.61
903539,130046,2026-06-18 17:39:53,Payment Failure,My payment failed and I do not know why.,negative,8.87
903540,137818,2026-01-09 01:18:27,Payment Failure,My payment failed and I do not know why.,negative,9.51
903541,103830,2026-05-10 21:48:35,Payment Failure,My payment failed and I do not know why.,negative,9.34
903542,127075,2026-02-24 17:16:21,Payment Failure,My payment failed and I do not know why.,negative,5.23
903543,121052,2026-04-26 12:14:16,KYC Issues,I am unable to complete KYC document verification.,negative,5.37
903544,134500,2026-02-18 12:45:56,KYC Issues,I am unable to complete KYC document verification.,negative,11.84
903545,100559,2026-06-03 09:10:31,App Performance,The app feels slow and sometimes freezes.,negative,6.33
903546,126896,2026-04-14 10:29:21,KYC Issues,I am unable to complete KYC document verification.,negative,8.94
903547,139390,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,13.9
903548,111839,2026-02-25 08:20:34,Payment Failure,My payment failed and I do not know why.,negative,7.32
903549,146260,2026-02-15 20:16:01,App Performance,The app feels slow and sometimes freezes.,negative,14.42
903550,123813,2026-06-06 23:54:04,Account,I need help with my account.,neutral,7.71
903551,129540,2026-02-28 22:45:02,Payment Failure,My payment failed and I do not know why.,negative,7.23
903552,109667,2026-02-28 18:26:41,Account,I need help with my account.,neutral,11.68
903553,121112,2026-05-17 16:08:10,App Performance,The app feels slow and sometimes freezes.,negative,13.07
903554,112815,2026-05-14 03:59:18,Rewards,The rewards experience is confusing.,neutral,10.15
903555,140446,2026-02-08 23:49:33,Payment Failure,My payment failed and I do not know why.,negative,11.44
903556,108436,2026-02-10 07:52:46,KYC Issues,I am unable to complete KYC document verification.,negative,8.11
903557,109986,2026-02-09 09:21:17,KYC Issues,I am unable to complete KYC document verification.,negative,4.16
903558,112487,2026-04-28 23:21:04,Payment Failure,My payment failed and I do not know why.,negative,6.09
903559,143562,2026-02-14 14:14:13,App Performance,The app feels slow and sometimes freezes.,negative,3.0
903560,100104,2026-06-06 01:46:06,App Performance,The app feels slow and sometimes freezes.,negative,16.31
903561,148962,2026-06-21 19:06:34,KYC Issues,I am unable to complete KYC document verification.,negative,4.64
903562,136814,2026-04-05 18:11:35,App Performance,The app feels slow and sometimes freezes.,negative,4.0
903563,126138,2026-02-10 14:12:51,KYC Issues,I am unable to complete KYC document verification.,negative,3.48
903564,133089,2026-01-18 20:52:06,KYC Issues,I am unable to complete KYC document verification.,negative,6.53
903565,116342,2026-03-03 18:40:53,KYC Issues,I am unable to complete KYC document verification.,negative,14.22
903566,140021,2026-03-05 17:58:42,KYC Issues,I am unable to complete KYC document verification.,negative,13.5
903567,139722,2026-06-03 20:14:39,Payment Failure,My payment failed and I do not know why.,negative,6.16
903568,114598,2026-03-17 12:57:46,KYC Issues,I am unable to complete KYC document verification.,negative,6.46
903569,101481,2026-02-01 15:41:34,KYC Issues,I am unable to complete KYC document verification.,negative,3.47
903570,116691,2026-04-08 05:23:58,App Performance,The app feels slow and sometimes freezes.,negative,3.84
903571,119636,2026-04-10 17:03:27,KYC Issues,I am unable to complete KYC document verification.,negative,12.87
903572,103793,2026-01-27 20:03:16,Payment Failure,My payment failed and I do not know why.,negative,4.41
903573,104981,2026-06-03 20:00:26,Rewards,The rewards experience is confusing.,neutral,9.24
903574,119667,2026-02-08 11:51:02,App Performance,The app feels slow and sometimes freezes.,negative,4.37
903575,124641,2026-02-20 17:55:37,Account,I need help with my account.,neutral,7.66
903576,107504,2026-06-30 23:59:59,Account,I need help with my account.,neutral,8.87
903577,112576,2026-06-15 18:16:07,Account,I need help with my account.,neutral,5.88
903578,107123,2026-02-09 02:38:22,App Performance,The app feels slow and sometimes freezes.,negative,14.75
903579,138790,2026-05-07 07:21:19,App Performance,The app feels slow and sometimes freezes.,negative,2.14
903580,101867,2026-05-26 10:01:47,Payment Failure,My payment failed and I do not know why.,negative,6.12
903581,113204,2026-02-02 01:41:59,App Performance,The app feels slow and sometimes freezes.,negative,28.37
903582,124082,2026-06-19 12:09:59,App Performance,The app feels slow and sometimes freezes.,negative,16.28
903583,133385,2026-05-13 19:20:50,KYC Issues,I am unable to complete KYC document verification.,negative,21.37
903584,100849,2026-06-27 08:25:14,KYC Issues,I am unable to complete KYC document verification.,negative,1.83
903585,114050,2026-02-14 14:28:14,Payment Failure,My payment failed and I do not know why.,negative,6.29
903586,147308,2026-04-16 09:35:19,Payment Failure,My payment failed and I do not know why.,negative,9.92
903587,145634,2026-05-22 00:11:59,Account,I need help with my account.,neutral,3.67
903588,108659,2026-04-26 17:57:09,KYC Issues,I am unable to complete KYC document verification.,negative,14.37
903589,107516,2026-04-13 20:44:47,KYC Issues,I am unable to complete KYC document verification.,negative,5.21
903590,100703,2026-01-31 08:56:26,Rewards,The rewards experience is confusing.,neutral,10.25
903591,131987,2026-04-19 01:40:09,Account,I need help with my account.,neutral,8.62
903592,128488,2026-03-31 09:24:46,KYC Issues,I am unable to complete KYC document verification.,negative,12.97
903593,147472,2026-03-03 10:00:47,Rewards,The rewards experience is confusing.,neutral,10.79
903594,142185,2026-04-18 17:58:51,App Performance,The app feels slow and sometimes freezes.,negative,3.75
903595,125605,2026-02-12 21:15:17,App Performance,The app feels slow and sometimes freezes.,negative,6.59
903596,135675,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,13.39
903597,104670,2026-05-19 03:12:03,KYC Issues,I am unable to complete KYC document verification.,negative,0.71
903598,128049,2026-02-07 18:09:25,Payment Failure,My payment failed and I do not know why.,negative,8.2
903599,135033,2026-06-02 19:34:10,Rewards,The rewards experience is confusing.,neutral,8.98
903600,118240,2026-03-26 08:28:58,App Performance,The app feels slow and sometimes freezes.,negative,8.88
903601,126404,2026-06-07 18:26:01,App Performance,The app feels slow and sometimes freezes.,negative,8.95
903602,111209,2026-03-22 21:04:11,Account,I need help with my account.,neutral,1.51
903603,131334,2026-06-07 05:09:16,Payment Failure,My payment failed and I do not know why.,negative,6.66
903604,143186,2026-06-24 03:03:38,Payment Failure,My payment failed and I do not know why.,negative,33.96
903605,148347,2026-02-04 13:45:53,Rewards,The rewards experience is confusing.,neutral,3.81
903606,100777,2026-03-13 14:13:54,App Performance,The app feels slow and sometimes freezes.,negative,4.4
903607,120772,2026-03-27 18:28:08,App Performance,The app feels slow and sometimes freezes.,negative,5.75
903608,133265,2026-02-08 07:06:44,Payment Failure,My payment failed and I do not know why.,negative,5.1
903609,119215,2026-04-16 15:56:19,Payment Failure,My payment failed and I do not know why.,negative,3.57
903610,111798,2026-05-07 03:23:58,App Performance,The app feels slow and sometimes freezes.,negative,10.37
903611,108666,2026-05-08 07:00:22,KYC Issues,I am unable to complete KYC document verification.,negative,6.16
903612,115014,2026-03-01 09:20:37,App Performance,The app feels slow and sometimes freezes.,negative,11.38
903613,114225,2026-04-18 08:21:28,Rewards,The rewards experience is confusing.,neutral,6.54
903614,112869,2026-01-07 06:15:46,Payment Failure,My payment failed and I do not know why.,negative,12.78
903615,115046,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,16.07
903616,107837,2026-05-17 23:14:22,Account,I need help with my account.,neutral,1.19
903617,116090,2026-06-06 05:41:51,Rewards,The rewards experience is confusing.,neutral,8.89
903618,148553,2026-04-19 09:22:16,Payment Failure,My payment failed and I do not know why.,negative,15.67
903619,106101,2026-02-06 21:43:54,App Performance,The app feels slow and sometimes freezes.,negative,23.84
903620,102056,2026-06-06 08:18:50,KYC Issues,I am unable to complete KYC document verification.,negative,23.17
903621,100746,2026-03-03 19:39:31,Account,I need help with my account.,neutral,22.4
903622,113237,2026-05-05 04:21:34,Payment Failure,My payment failed and I do not know why.,negative,13.61
903623,113198,2026-04-17 06:26:59,App Performance,The app feels slow and sometimes freezes.,negative,13.93
903624,149958,2026-05-18 09:38:23,Payment Failure,My payment failed and I do not know why.,negative,10.4
903625,120629,2026-04-29 16:34:37,App Performance,The app feels slow and sometimes freezes.,negative,9.62
903626,102852,2026-05-30 07:36:46,Account,I need help with my account.,neutral,3.04
903627,139858,2026-06-30 23:59:59,Account,I need help with my account.,neutral,33.19
903628,120165,2026-05-18 22:32:06,App Performance,The app feels slow and sometimes freezes.,negative,1.91
903629,119151,2026-02-04 15:08:42,App Performance,The app feels slow and sometimes freezes.,negative,6.41
903630,146520,2026-02-02 04:00:43,Account,I need help with my account.,neutral,13.5
903631,110747,2026-02-26 12:35:31,Rewards,The rewards experience is confusing.,neutral,20.11
903632,128151,2026-03-06 08:16:43,Payment Failure,My payment failed and I do not know why.,negative,14.72
903633,103037,2026-04-17 05:43:14,Account,I need help with my account.,neutral,5.81
903634,107461,2026-06-08 07:05:22,App Performance,The app feels slow and sometimes freezes.,negative,6.26
903635,124114,2026-02-20 21:21:59,KYC Issues,I am unable to complete KYC document verification.,negative,19.56
903636,122643,2026-01-28 18:14:38,Payment Failure,My payment failed and I do not know why.,negative,2.95
903637,101683,2026-04-09 20:04:22,Payment Failure,My payment failed and I do not know why.,negative,5.48
903638,104878,2026-05-15 03:18:34,App Performance,The app feels slow and sometimes freezes.,negative,10.99
903639,113724,2026-06-28 01:52:08,Payment Failure,My payment failed and I do not know why.,negative,2.21
903640,110902,2026-01-22 08:26:00,KYC Issues,I am unable to complete KYC document verification.,negative,9.55
903641,149636,2026-04-05 17:17:14,Rewards,The rewards experience is confusing.,neutral,22.71
903642,121740,2026-05-22 00:53:13,KYC Issues,I am unable to complete KYC document verification.,negative,8.98
903643,105429,2026-04-13 19:46:33,KYC Issues,I am unable to complete KYC document verification.,negative,11.34
903644,115889,2026-06-19 03:12:39,Rewards,The rewards experience is confusing.,neutral,12.08
903645,129365,2026-05-04 19:04:17,Payment Failure,My payment failed and I do not know why.,negative,26.88
903646,136450,2026-05-07 20:41:25,KYC Issues,I am unable to complete KYC document verification.,negative,17.05
903647,141758,2026-02-12 02:39:19,Payment Failure,My payment failed and I do not know why.,negative,24.78
903648,107983,2026-05-08 04:17:35,Payment Failure,My payment failed and I do not know why.,negative,5.09
903649,108181,2026-03-18 22:28:52,Account,I need help with my account.,neutral,8.93
903650,123317,2026-03-05 21:19:58,App Performance,The app feels slow and sometimes freezes.,negative,16.93
903651,125892,2026-06-30 00:29:45,KYC Issues,I am unable to complete KYC document verification.,negative,11.68
903652,120490,2026-03-12 21:33:08,KYC Issues,I am unable to complete KYC document verification.,negative,3.25
903653,109607,2026-05-07 04:17:16,KYC Issues,I am unable to complete KYC document verification.,negative,5.09
903654,131688,2026-03-12 08:58:17,Account,I need help with my account.,neutral,8.55
903655,120974,2026-01-13 14:30:40,Account,I need help with my account.,neutral,3.47
903656,114961,2026-05-04 18:49:22,Account,I need help with my account.,neutral,14.52
903657,104832,2026-05-30 04:37:11,Payment Failure,My payment failed and I do not know why.,negative,9.09
903658,115881,2026-03-03 22:41:49,App Performance,The app feels slow and sometimes freezes.,negative,10.74
903659,114262,2026-01-27 14:49:06,Payment Failure,My payment failed and I do not know why.,negative,10.86
903660,134198,2026-06-06 03:52:09,App Performance,The app feels slow and sometimes freezes.,negative,9.05
903661,101001,2026-04-29 16:27:50,Rewards,The rewards experience is confusing.,neutral,12.11
903662,113115,2026-01-26 17:13:35,Rewards,The rewards experience is confusing.,neutral,9.77
903663,118873,2026-01-20 07:38:21,KYC Issues,I am unable to complete KYC document verification.,negative,4.99
903664,130971,2026-05-21 22:35:45,Account,I need help with my account.,neutral,32.55
903665,103987,2026-03-18 23:23:46,Account,I need help with my account.,neutral,15.25
903666,112790,2026-05-06 01:05:55,Rewards,The rewards experience is confusing.,neutral,3.64
903667,135643,2026-06-15 14:12:02,KYC Issues,I am unable to complete KYC document verification.,negative,10.18
903668,113696,2026-04-03 03:34:08,App Performance,The app feels slow and sometimes freezes.,negative,6.44
903669,113476,2026-03-07 12:46:24,Account,I need help with my account.,neutral,9.52
903670,111750,2026-03-31 14:15:31,KYC Issues,I am unable to complete KYC document verification.,negative,4.91
903671,110593,2026-02-24 16:36:25,App Performance,The app feels slow and sometimes freezes.,negative,10.74
903672,136536,2026-06-16 03:35:06,Rewards,The rewards experience is confusing.,neutral,21.25
903673,119272,2026-01-13 23:43:11,Payment Failure,My payment failed and I do not know why.,negative,21.43
903674,140740,2026-04-24 05:51:02,Account,I need help with my account.,neutral,3.19
903675,145397,2026-02-05 00:55:52,Payment Failure,My payment failed and I do not know why.,negative,11.77
903676,111873,2026-03-22 16:46:59,KYC Issues,I am unable to complete KYC document verification.,negative,8.72
903677,107479,2026-05-19 10:48:48,KYC Issues,I am unable to complete KYC document verification.,negative,3.68
903678,121082,2026-04-30 05:38:10,App Performance,The app feels slow and sometimes freezes.,negative,22.5
903679,113294,2026-03-21 19:53:02,Payment Failure,My payment failed and I do not know why.,negative,9.51
903680,124024,2026-03-09 10:37:55,Account,I need help with my account.,neutral,8.87
903681,123126,2026-02-14 06:22:24,Account,I need help with my account.,neutral,5.87
903682,111661,2026-03-03 19:38:48,App Performance,The app feels slow and sometimes freezes.,negative,3.66
903683,138199,2026-04-13 16:18:17,Account,I need help with my account.,neutral,8.59
903684,106751,2026-04-08 23:12:43,Account,I need help with my account.,neutral,4.14
903685,148819,2026-02-21 11:31:19,Payment Failure,My payment failed and I do not know why.,negative,5.54
903686,107917,2026-05-02 16:39:28,Account,I need help with my account.,neutral,14.14
903687,116605,2026-04-11 15:55:31,Payment Failure,My payment failed and I do not know why.,negative,7.63
903688,105368,2026-04-03 00:52:21,Payment Failure,My payment failed and I do not know why.,negative,9.37
903689,103445,2026-02-06 18:59:16,App Performance,The app feels slow and sometimes freezes.,negative,17.73
903690,108570,2026-05-29 11:26:35,KYC Issues,I am unable to complete KYC document verification.,negative,8.69
903691,108930,2026-02-03 23:48:38,KYC Issues,I am unable to complete KYC document verification.,negative,8.13
903692,121908,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,10.47
903693,103932,2026-04-04 10:03:40,Account,I need help with my account.,neutral,13.15
903694,105349,2026-03-02 12:40:09,Rewards,The rewards experience is confusing.,neutral,7.78
903695,128245,2026-06-22 02:19:46,Rewards,The rewards experience is confusing.,neutral,0.75
903696,132605,2026-03-11 10:14:26,Payment Failure,My payment failed and I do not know why.,negative,6.49
903697,111536,2026-03-08 15:18:22,Account,I need help with my account.,neutral,3.38
903698,117122,2026-04-19 08:19:10,Payment Failure,My payment failed and I do not know why.,negative,5.76
903699,146474,2026-02-20 11:01:43,Payment Failure,My payment failed and I do not know why.,negative,13.43
903700,122349,2026-06-30 23:59:59,App Performance,The app feels slow and sometimes freezes.,negative,15.85
903701,126261,2026-01-16 12:04:59,Payment Failure,My payment failed and I do not know why.,negative,9.19
903702,116136,2026-06-22 10:01:37,KYC Issues,I am unable to complete KYC document verification.,negative,8.08
903703,110501,2026-04-13 14:49:19,App Performance,The app feels slow and sometimes freezes.,negative,2.81
903704,118234,2026-05-04 15:35:35,Payment Failure,My payment failed and I do not know why.,negative,6.39
903705,113296,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,15.38
903706,128715,2026-06-24 22:17:49,KYC Issues,I am unable to complete KYC document verification.,negative,3.73
903707,127661,2026-03-02 14:59:28,Rewards,The rewards experience is confusing.,neutral,30.12
903708,113269,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,9.15
903709,147920,2026-02-16 23:37:19,KYC Issues,I am unable to complete KYC document verification.,negative,18.24
903710,134429,2026-03-05 21:28:06,Payment Failure,My payment failed and I do not know why.,negative,4.34
903711,103266,2026-04-25 08:52:31,Payment Failure,My payment failed and I do not know why.,negative,1.95
903712,145851,2026-05-09 22:19:35,Account,I need help with my account.,neutral,19.7
903713,115005,2026-06-12 10:08:43,KYC Issues,I am unable to complete KYC document verification.,negative,5.73
903714,122397,2026-02-13 14:39:01,KYC Issues,I am unable to complete KYC document verification.,negative,4.96
903715,134430,2026-02-27 07:41:53,KYC Issues,I am unable to complete KYC document verification.,negative,5.0
903716,124213,2026-02-23 19:36:50,Payment Failure,My payment failed and I do not know why.,negative,13.86
903717,144043,2026-06-04 19:59:09,Account,I need help with my account.,neutral,1.09
903718,106523,2026-02-06 03:30:55,Rewards,The rewards experience is confusing.,neutral,12.27
903719,128633,2026-03-23 20:09:40,App Performance,The app feels slow and sometimes freezes.,negative,13.83
903720,147704,2026-02-05 08:42:40,Rewards,The rewards experience is confusing.,neutral,7.01
903721,120212,2026-05-05 16:32:57,KYC Issues,I am unable to complete KYC document verification.,negative,7.8
903722,131723,2026-02-24 10:53:48,Rewards,The rewards experience is confusing.,neutral,8.92
903723,104895,2026-05-30 19:11:39,Rewards,The rewards experience is confusing.,neutral,1.96
903724,115192,2026-03-05 22:33:43,Payment Failure,My payment failed and I do not know why.,negative,9.3
903725,118210,2026-06-18 01:55:25,Payment Failure,My payment failed and I do not know why.,negative,7.7
903726,139809,2026-02-09 19:38:40,KYC Issues,I am unable to complete KYC document verification.,negative,1.44
903727,130546,2026-03-18 21:37:43,KYC Issues,I am unable to complete KYC document verification.,negative,8.62
903728,107668,2026-05-23 07:52:46,KYC Issues,I am unable to complete KYC document verification.,negative,5.93
903729,128074,2026-05-16 23:55:31,KYC Issues,I am unable to complete KYC document verification.,negative,7.06
903730,134015,2026-02-06 01:38:30,Payment Failure,My payment failed and I do not know why.,negative,31.36
903731,131119,2026-05-25 16:50:16,Account,I need help with my account.,neutral,6.12
903732,100461,2026-01-31 01:00:08,Payment Failure,My payment failed and I do not know why.,negative,35.8
903733,128187,2026-03-26 16:44:49,App Performance,The app feels slow and sometimes freezes.,negative,7.15
903734,125681,2026-04-07 22:49:39,KYC Issues,I am unable to complete KYC document verification.,negative,3.83
903735,111681,2026-01-12 10:41:50,App Performance,The app feels slow and sometimes freezes.,negative,31.79
903736,112948,2026-05-22 22:29:35,Rewards,The rewards experience is confusing.,neutral,4.99
903737,114238,2026-01-12 21:18:01,Payment Failure,My payment failed and I do not know why.,negative,6.66
903738,107687,2026-06-22 07:41:02,KYC Issues,I am unable to complete KYC document verification.,negative,7.45
903739,146605,2026-01-14 03:38:10,Payment Failure,My payment failed and I do not know why.,negative,12.69
903740,123443,2026-05-05 19:26:20,Payment Failure,My payment failed and I do not know why.,negative,17.22
903741,109932,2026-03-29 13:09:56,Payment Failure,My payment failed and I do not know why.,negative,23.8
903742,132939,2026-02-22 23:53:52,Rewards,The rewards experience is confusing.,neutral,11.77
903743,128217,2026-06-02 19:02:01,KYC Issues,I am unable to complete KYC document verification.,negative,4.45
903744,108455,2026-06-07 10:24:24,Rewards,The rewards experience is confusing.,neutral,8.4
903745,105842,2026-04-21 18:51:17,Payment Failure,My payment failed and I do not know why.,negative,40.31
903746,113376,2026-05-18 04:32:05,Rewards,The rewards experience is confusing.,neutral,1.6
903747,137380,2026-01-20 17:58:23,App Performance,The app feels slow and sometimes freezes.,negative,5.3
903748,102136,2026-06-27 21:56:10,App Performance,The app feels slow and sometimes freezes.,negative,14.1
903749,107818,2026-04-09 05:07:30,KYC Issues,I am unable to complete KYC document verification.,negative,17.74
903750,101378,2026-04-28 14:23:45,App Performance,The app feels slow and sometimes freezes.,negative,4.46
903751,110176,2026-05-25 11:01:30,Account,I need help with my account.,neutral,7.95
903752,104690,2026-03-16 11:01:48,Account,I need help with my account.,neutral,15.08
903753,128427,2026-05-12 08:11:00,Account,I need help with my account.,neutral,6.72
903754,146128,2026-03-25 10:18:42,KYC Issues,I am unable to complete KYC document verification.,negative,12.23
903755,120185,2026-01-08 13:09:56,KYC Issues,I am unable to complete KYC document verification.,negative,17.81
903756,149386,2026-06-27 06:53:13,Payment Failure,My payment failed and I do not know why.,negative,8.75
903757,140578,2026-03-23 04:01:55,Rewards,The rewards experience is confusing.,neutral,17.67
903758,111814,2026-03-05 15:07:08,Rewards,The rewards experience is confusing.,neutral,2.64
903759,127521,2026-04-20 18:30:21,App Performance,The app feels slow and sometimes freezes.,negative,14.04
903760,142505,2026-04-09 07:04:33,Account,I need help with my account.,neutral,2.14
903761,124354,2026-05-14 02:17:01,KYC Issues,I am unable to complete KYC document verification.,negative,8.24
903762,122295,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,30.15
903763,147725,2026-03-31 09:31:02,Account,I need help with my account.,neutral,1.04
903764,131462,2026-04-01 02:36:23,KYC Issues,I am unable to complete KYC document verification.,negative,11.71
903765,131870,2026-02-13 17:48:54,Payment Failure,My payment failed and I do not know why.,negative,9.75
903766,139164,2026-01-09 23:30:39,Payment Failure,My payment failed and I do not know why.,negative,10.81
903767,147877,2026-05-26 22:42:34,KYC Issues,I am unable to complete KYC document verification.,negative,14.3
903768,104257,2026-06-30 23:59:59,App Performance,The app feels slow and sometimes freezes.,negative,5.09
903769,105188,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,5.09
903770,129761,2026-04-03 07:43:07,Payment Failure,My payment failed and I do not know why.,negative,12.19
903771,104741,2026-03-06 12:08:40,KYC Issues,I am unable to complete KYC document verification.,negative,5.36
903772,147836,2026-04-10 13:02:26,KYC Issues,I am unable to complete KYC document verification.,negative,4.02
903773,106014,2026-04-12 01:21:36,App Performance,The app feels slow and sometimes freezes.,negative,4.24
903774,116056,2026-05-15 08:37:43,Payment Failure,My payment failed and I do not know why.,negative,8.05
903775,103701,2026-05-15 12:07:02,App Performance,The app feels slow and sometimes freezes.,negative,13.71
903776,100217,2026-02-16 05:55:52,KYC Issues,I am unable to complete KYC document verification.,negative,7.13
903777,140469,2026-04-29 23:38:13,Payment Failure,My payment failed and I do not know why.,negative,7.88
903778,123895,2026-06-30 23:59:59,Rewards,The rewards experience is confusing.,neutral,4.9
903779,130501,2026-03-20 04:18:58,Rewards,The rewards experience is confusing.,neutral,10.69
903780,127238,2026-04-12 05:41:11,KYC Issues,I am unable to complete KYC document verification.,negative,3.45
903781,113884,2026-02-17 08:14:02,Account,I need help with my account.,neutral,20.04
903782,121548,2026-03-08 20:28:24,Rewards,The rewards experience is confusing.,neutral,24.95
903783,122511,2026-05-10 23:23:25,App Performance,The app feels slow and sometimes freezes.,negative,3.58
903784,111036,2026-06-04 19:39:51,Payment Failure,My payment failed and I do not know why.,negative,15.26
903785,120692,2026-01-11 22:04:49,Account,I need help with my account.,neutral,4.84
903786,135721,2026-04-21 16:00:30,App Performance,The app feels slow and sometimes freezes.,negative,10.89
903787,114505,2026-03-21 07:22:15,Rewards,The rewards experience is confusing.,neutral,10.79
903788,107894,2026-05-01 04:27:39,KYC Issues,I am unable to complete KYC document verification.,negative,4.76
903789,127680,2026-03-19 14:24:01,App Performance,The app feels slow and sometimes freezes.,negative,7.1
903790,105909,2026-04-26 08:53:09,Payment Failure,My payment failed and I do not know why.,negative,2.43
903791,104505,2026-06-30 23:59:59,Account,I need help with my account.,neutral,8.45
903792,109087,2026-03-18 20:41:14,Account,I need help with my account.,neutral,17.89
903793,102329,2026-04-19 06:02:05,Account,I need help with my account.,neutral,16.77
903794,144442,2026-04-21 20:53:08,Rewards,The rewards experience is confusing.,neutral,7.83
903795,132784,2026-02-04 22:54:28,Account,I need help with my account.,neutral,14.94
903796,147360,2026-03-18 22:15:13,KYC Issues,I am unable to complete KYC document verification.,negative,1.26
903797,146675,2026-03-21 06:56:59,Payment Failure,My payment failed and I do not know why.,negative,4.28
903798,115855,2026-05-18 21:11:01,KYC Issues,I am unable to complete KYC document verification.,negative,3.99
903799,149480,2026-04-06 19:24:35,Account,I need help with my account.,neutral,1.16
903800,142205,2026-05-21 04:30:22,Payment Failure,My payment failed and I do not know why.,negative,2.34
903801,112958,2026-06-12 15:42:02,Rewards,The rewards experience is confusing.,neutral,17.16
